"Notes"	"State"	"State Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Year"	"Year Code"	Births	Female Population	Fertility Rate
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2019"	"2019"	11663	102962	113.27
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2020"	"2020"	11356	100298	113.22
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2007"	"2007"	6779	91997	73.69
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2008"	"2008"	6758	92136	73.35
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2009"	"2009"	6737	93728	71.88
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2010"	"2010"	6525	95710	68.17
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2011"	"2011"	6857	98099	69.90
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2012"	"2012"	7011	99080	70.76
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2013"	"2013"	7287	99629	73.14
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2014"	"2014"	7483	99398	75.28
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2015"	"2015"	7504	98336	76.31
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2016"	"2016"	7663	97296	78.76
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2017"	"2017"	7580	95348	79.50
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2018"	"2018"	7561	94466	80.04
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2019"	"2019"	7753	95205	81.43
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2020"	"2020"	7661	95906	79.88
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2007"	"2007"	2904	97854	29.68
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2008"	"2008"	2813	98340	28.60
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2009"	"2009"	2682	97127	27.61
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2010"	"2010"	2526	96004	26.31
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2011"	"2011"	2467	93002	26.53
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2012"	"2012"	2597	92507	28.07
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2013"	"2013"	2594	92534	28.03
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2014"	"2014"	2751	93395	29.46
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2015"	"2015"	3008	95197	31.60
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2016"	"2016"	3173	96459	32.89
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2017"	"2017"	3124	96987	32.21
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2018"	"2018"	3241	97153	33.36
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2019"	"2019"	3299	96756	34.10
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2020"	"2020"	3103	95747	32.41
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2007"	"2007"	551	102120	5.40
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2008"	"2008"	548	99141	5.53
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2009"	"2009"	514	96847	5.31
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2010"	"2010"	508	95915	5.30
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2011"	"2011"	517	96893	5.34
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2012"	"2012"	547	97399	5.62
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2013"	"2013"	537	97376	5.51
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2014"	"2014"	500	96167	5.20
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2015"	"2015"	503	94286	5.33
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2016"	"2016"	491	91650	5.36
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2017"	"2017"	553	90778	6.09
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2018"	"2018"	561	90516	6.20
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2019"	"2019"	566	91498	6.19
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2020"	"2020"	618	93057	6.64
	"Mississippi"	"28"	"45-49 years"	"45-49"	"2007"	"2007"	37	Not Available	Not Available
	"Mississippi"	"28"	"45-49 years"	"45-49"	"2008"	"2008"	33	Not Available	Not Available
	"Mississippi"	"28"	"45-49 years"	"45-49"	"2009"	"2009"	33	Not Available	Not Available
	"Mississippi"	"28"	"45-49 years"	"45-49"	"2010"	"2010"	32	Not Available	Not Available
	"Mississippi"	"28"	"45-49 years"	"45-49"	"2011"	"2011"	28	Not Available	Not Available
	"Mississippi"	"28"	"45-49 years"	"45-49"	"2012"	"2012"	25	Not Available	Not Available
	"Mississippi"	"28"	"45-49 years"	"45-49"	"2013"	"2013"	29	Not Available	Not Available
	"Mississippi"	"28"	"45-49 years"	"45-49"	"2014"	"2014"	44	Not Available	Not Available
	"Mississippi"	"28"	"45-49 years"	"45-49"	"2015"	"2015"	28	Not Available	Not Available
	"Mississippi"	"28"	"45-49 years"	"45-49"	"2016"	"2016"	24	Not Available	Not Available
	"Mississippi"	"28"	"45-49 years"	"45-49"	"2017"	"2017"	34	Not Available	Not Available
	"Mississippi"	"28"	"45-49 years"	"45-49"	"2018"	"2018"	22	Not Available	Not Available
	"Mississippi"	"28"	"45-49 years"	"45-49"	"2019"	"2019"	20	Not Available	Not Available
	"Mississippi"	"28"	"45-49 years"	"45-49"	"2020"	"2020"	23	Not Available	Not Available
	"Missouri"	"29"	"Under 15 years"	"15"	"2007"	"2007"	107	Not Available	Not Available
	"Missouri"	"29"	"Under 15 years"	"15"	"2008"	"2008"	92	Not Available	Not Available
	"Missouri"	"29"	"Under 15 years"	"15"	"2009"	"2009"	74	Not Available	Not Available
	"Missouri"	"29"	"Under 15 years"	"15"	"2010"	"2010"	75	Not Available	Not Available
	"Missouri"	"29"	"Under 15 years"	"15"	"2011"	"2011"	61	Not Available	Not Available
	"Missouri"	"29"	"Under 15 years"	"15"	"2012"	"2012"	69	Not Available	Not Available
	"Missouri"	"29"	"Under 15 years"	"15"	"2013"	"2013"	43	Not Available	Not Available
	"Missouri"	"29"	"Under 15 years"	"15"	"2014"	"2014"	51	Not Available	Not Available
	"Missouri"	"29"	"Under 15 years"	"15"	"2015"	"2015"	43	Not Available	Not Available
	"Missouri"	"29"	"Under 15 years"	"15"	"2016"	"2016"	35	Not Available	Not Available
	"Missouri"	"29"	"Under 15 years"	"15"	"2017"	"2017"	21	Not Available	Not Available
	"Missouri"	"29"	"Under 15 years"	"15"	"2018"	"2018"	31	Not Available	Not Available
	"Missouri"	"29"	"Under 15 years"	"15"	"2019"	"2019"	41	Not Available	Not Available
	"Missouri"	"29"	"Under 15 years"	"15"	"2020"	"2020"	35	Not Available	Not Available
	"Missouri"	"29"	"15-19 years"	"15-19"	"2007"	"2007"	9244	209941	44.03
	"Missouri"	"29"	"15-19 years"	"15-19"	"2008"	"2008"	9160	210491	43.52
	"Missouri"	"29"	"15-19 years"	"15-19"	"2009"	"2009"	8499	209478	40.57
	"Missouri"	"29"	"15-19 years"	"15-19"	"2010"	"2010"	7669	206847	37.08
	"Missouri"	"29"	"15-19 years"	"15-19"	"2011"	"2011"	6944	201536	34.46
	"Missouri"	"29"	"15-19 years"	"15-19"	"2012"	"2012"	6317	196245	32.19
	"Missouri"	"29"	"15-19 years"	"15-19"	"2013"	"2013"	5814	193698	30.02
	"Missouri"	"29"	"15-19 years"	"15-19"	"2014"	"2014"	5232	192292	27.21
	"Missouri"	"29"	"15-19 years"	"15-19"	"2015"	"2015"	4838	193146	25.05
	"Missouri"	"29"	"15-19 years"	"15-19"	"2016"	"2016"	4505	192808	23.37
	"Missouri"	"29"	"15-19 years"	"15-19"	"2017"	"2017"	4301	191316	22.48
	"Missouri"	"29"	"15-19 years"	"15-19"	"2018"	"2018"	4109	190464	21.57
	"Missouri"	"29"	"15-19 years"	"15-19"	"2019"	"2019"	3851	189903	20.28
	"Missouri"	"29"	"15-19 years"	"15-19"	"2020"	"2020"	3556	189387	18.78
	"Missouri"	"29"	"20-24 years"	"20-24"	"2007"	"2007"	23517	204232	115.15
	"Missouri"	"29"	"20-24 years"	"20-24"	"2008"	"2008"	22696	203911	111.30
	"Missouri"	"29"	"20-24 years"	"20-24"	"2009"	"2009"	21955	203946	107.65
	"Missouri"	"29"	"20-24 years"	"20-24"	"2010"	"2010"	20568	205496	100.09
	"Missouri"	"29"	"20-24 years"	"20-24"	"2011"	"2011"	20199	209422	96.45
	"Missouri"	"29"	"20-24 years"	"20-24"	"2012"	"2012"	19890	212684	93.52
	"Missouri"	"29"	"20-24 years"	"20-24"	"2013"	"2013"	19430	214763	90.47
	"Missouri"	"29"	"20-24 years"	"20-24"	"2014"	"2014"	19041	214632	88.71
	"Missouri"	"29"	"20-24 years"	"20-24"	"2015"	"2015"	18477	211519	87.35
	"Missouri"	"29"	"20-24 years"	"20-24"	"2016"	"2016"	17596	205567	85.60
	"Missouri"	"29"	"20-24 years"	"20-24"	"2017"	"2017"	16640	202180	82.30
	"Missouri"	"29"	"20-24 years"	"20-24"	"2018"	"2018"	16400	200189	81.92
	"Missouri"	"29"	"20-24 years"	"20-24"	"2019"	"2019"	15795	198418	79.60
	"Missouri"	"29"	"20-24 years"	"20-24"	"2020"	"2020"	14920	198697	75.09
	"Missouri"	"29"	"25-29 years"	"25-29"	"2007"	"2007"	24614	197448	124.66
	"Missouri"	"29"	"25-29 years"	"25-29"	"2008"	"2008"	24536	200800	122.19
	"Missouri"	"29"	"25-29 years"	"25-29"	"2009"	"2009"	23813	202675	117.49
	"Missouri"	"29"	"25-29 years"	"25-29"	"2010"	"2010"	23562	201801	116.76
	"Missouri"	"29"	"25-29 years"	"25-29"	"2011"	"2011"	23250	201527	115.37
	"Missouri"	"29"	"25-29 years"	"25-29"	"2012"	"2012"	23045	200475	114.95
	"Missouri"	"29"	"25-29 years"	"25-29"	"2013"	"2013"	23193	198863	116.63
	"Missouri"	"29"	"25-29 years"	"25-29"	"2014"	"2014"	23218	200298	115.92
	"Missouri"	"29"	"25-29 years"	"25-29"	"2015"	"2015"	23334	202694	115.12
	"Missouri"	"29"	"25-29 years"	"25-29"	"2016"	"2016"	23381	205478	113.79
	"Missouri"	"29"	"25-29 years"	"25-29"	"2017"	"2017"	23047	209567	109.97
	"Missouri"	"29"	"25-29 years"	"25-29"	"2018"	"2018"	23233	210856	110.18
	"Missouri"	"29"	"25-29 years"	"25-29"	"2019"	"2019"	22829	209922	108.75
	"Missouri"	"29"	"25-29 years"	"25-29"	"2020"	"2020"	21796	207145	105.22
	"Missouri"	"29"	"30-34 years"	"30-34"	"2007"	"2007"	15964	177268	90.06
	"Missouri"	"29"	"30-34 years"	"30-34"	"2008"	"2008"	16066	177688	90.42
	"Missouri"	"29"	"30-34 years"	"30-34"	"2009"	"2009"	16355	181709	90.01
	"Missouri"	"29"	"30-34 years"	"30-34"	"2010"	"2010"	16775	185922	90.23
	"Missouri"	"29"	"30-34 years"	"30-34"	"2011"	"2011"	17521	192209	91.16
	"Missouri"	"29"	"30-34 years"	"30-34"	"2012"	"2012"	17909	195707	91.51
	"Missouri"	"29"	"30-34 years"	"30-34"	"2013"	"2013"	18450	199569	92.45
	"Missouri"	"29"	"30-34 years"	"30-34"	"2014"	"2014"	19125	201291	95.01
	"Missouri"	"29"	"30-34 years"	"30-34"	"2015"	"2015"	19346	200842	96.32
	"Missouri"	"29"	"30-34 years"	"30-34"	"2016"	"2016"	19549	200164	97.66
	"Missouri"	"29"	"30-34 years"	"30-34"	"2017"	"2017"	19260	199156	96.71
	"Missouri"	"29"	"30-34 years"	"30-34"	"2018"	"2018"	19395	198474	97.72
	"Missouri"	"29"	"30-34 years"	"30-34"	"2019"	"2019"	19444	200070	97.19
	"Missouri"	"29"	"30-34 years"	"30-34"	"2020"	"2020"	19003	202382	93.90
	"Missouri"	"29"	"35-39 years"	"35-39"	"2007"	"2007"	7055	192164	36.71
	"Missouri"	"29"	"35-39 years"	"35-39"	"2008"	"2008"	6958	190737	36.48
	"Missouri"	"29"	"35-39 years"	"35-39"	"2009"	"2009"	6833	188152	36.32
	"Missouri"	"29"	"35-39 years"	"35-39"	"2010"	"2010"	6652	184926	35.97
	"Missouri"	"29"	"35-39 years"	"35-39"	"2011"	"2011"	6670	178101	37.45
	"Missouri"	"29"	"35-39 years"	"35-39"	"2012"	"2012"	6700	176592	37.94
	"Missouri"	"29"	"35-39 years"	"35-39"	"2013"	"2013"	6953	178109	39.04
	"Missouri"	"29"	"35-39 years"	"35-39"	"2014"	"2014"	7206	181269	39.75
	"Missouri"	"29"	"35-39 years"	"35-39"	"2015"	"2015"	7651	185758	41.19
	"Missouri"	"29"	"35-39 years"	"35-39"	"2016"	"2016"	8135	190573	42.69
	"Missouri"	"29"	"35-39 years"	"35-39"	"2017"	"2017"	8259	194232	42.52
	"Missouri"	"29"	"35-39 years"	"35-39"	"2018"	"2018"	8458	197818	42.76
	"Missouri"	"29"	"35-39 years"	"35-39"	"2019"	"2019"	8573	199478	42.98
	"Missouri"	"29"	"35-39 years"	"35-39"	"2020"	"2020"	8315	199568	41.66
	"Missouri"	"29"	"40-44 years"	"40-44"	"2007"	"2007"	1345	208344	6.46
	"Missouri"	"29"	"40-44 years"	"40-44"	"2008"	"2008"	1373	200509	6.85
	"Missouri"	"29"	"40-44 years"	"40-44"	"2009"	"2009"	1299	193980	6.70
	"Missouri"	"29"	"40-44 years"	"40-44"	"2010"	"2010"	1375	191692	7.17
	"Missouri"	"29"	"40-44 years"	"40-44"	"2011"	"2011"	1392	192084	7.25
	"Missouri"	"29"	"40-44 years"	"40-44"	"2012"	"2012"	1440	190996	7.54
	"Missouri"	"29"	"40-44 years"	"40-44"	"2013"	"2013"	1344	189455	7.09
	"Missouri"	"29"	"40-44 years"	"40-44"	"2014"	"2014"	1401	186376	7.52
	"Missouri"	"29"	"40-44 years"	"40-44"	"2015"	"2015"	1288	182598	7.05
	"Missouri"	"29"	"40-44 years"	"40-44"	"2016"	"2016"	1422	176745	8.05
	"Missouri"	"29"	"40-44 years"	"40-44"	"2017"	"2017"	1421	175324	8.10
	"Missouri"	"29"	"40-44 years"	"40-44"	"2018"	"2018"	1555	176375	8.82
	"Missouri"	"29"	"40-44 years"	"40-44"	"2019"	"2019"	1510	179244	8.42
	"Missouri"	"29"	"40-44 years"	"40-44"	"2020"	"2020"	1583	183867	8.61
	"Missouri"	"29"	"45-49 years"	"45-49"	"2007"	"2007"	81	Not Available	Not Available
	"Missouri"	"29"	"45-49 years"	"45-49"	"2008"	"2008"	77	Not Available	Not Available
	"Missouri"	"29"	"45-49 years"	"45-49"	"2009"	"2009"	74	Not Available	Not Available
	"Missouri"	"29"	"45-49 years"	"45-49"	"2010"	"2010"	80	Not Available	Not Available
	"Missouri"	"29"	"45-49 years"	"45-49"	"2011"	"2011"	76	Not Available	Not Available
	"Missouri"	"29"	"45-49 years"	"45-49"	"2012"	"2012"	72	Not Available	Not Available
	"Missouri"	"29"	"45-49 years"	"45-49"	"2013"	"2013"	69	Not Available	Not Available
	"Missouri"	"29"	"45-49 years"	"45-49"	"2014"	"2014"	80	Not Available	Not Available
	"Missouri"	"29"	"45-49 years"	"45-49"	"2015"	"2015"	75	Not Available	Not Available
	"Missouri"	"29"	"45-49 years"	"45-49"	"2016"	"2016"	78	Not Available	Not Available
	"Missouri"	"29"	"45-49 years"	"45-49"	"2017"	"2017"	83	Not Available	Not Available
	"Missouri"	"29"	"45-49 years"	"45-49"	"2018"	"2018"	83	Not Available	Not Available
	"Missouri"	"29"	"45-49 years"	"45-49"	"2019"	"2019"	79	Not Available	Not Available
	"Missouri"	"29"	"45-49 years"	"45-49"	"2020"	"2020"	72	Not Available	Not Available
	"Montana"	"30"	"Under 15 years"	"15"	"2010"	"2010"	12	Not Available	Not Available
	"Montana"	"30"	"15-19 years"	"15-19"	"2007"	"2007"	1200	34037	35.26
	"Montana"	"30"	"15-19 years"	"15-19"	"2008"	"2008"	1312	33698	38.93
	"Montana"	"30"	"15-19 years"	"15-19"	"2009"	"2009"	1264	32930	38.38
	"Montana"	"30"	"15-19 years"	"15-19"	"2010"	"2010"	1128	32209	35.02
	"Montana"	"30"	"15-19 years"	"15-19"	"2011"	"2011"	930	31901	29.15
	"Montana"	"30"	"15-19 years"	"15-19"	"2012"	"2012"	892	31003	28.77
	"Montana"	"30"	"15-19 years"	"15-19"	"2013"	"2013"	855	30653	27.89
	"Montana"	"30"	"15-19 years"	"15-19"	"2014"	"2014"	807	30564	26.40
	"Montana"	"30"	"15-19 years"	"15-19"	"2015"	"2015"	770	30461	25.28
	"Montana"	"30"	"15-19 years"	"15-19"	"2016"	"2016"	720	30382	23.70
	"Montana"	"30"	"15-19 years"	"15-19"	"2017"	"2017"	645	30363	21.24
	"Montana"	"30"	"15-19 years"	"15-19"	"2018"	"2018"	531	30787	17.25
	"Montana"	"30"	"15-19 years"	"15-19"	"2019"	"2019"	502	30795	16.30
	"Montana"	"30"	"15-19 years"	"15-19"	"2020"	"2020"	411	31200	13.17
	"Montana"	"30"	"20-24 years"	"20-24"	"2007"	"2007"	3488	32879	106.09
	"Montana"	"30"	"20-24 years"	"20-24"	"2008"	"2008"	3460	32811	105.45
	"Montana"	"30"	"20-24 years"	"20-24"	"2009"	"2009"	3305	32356	102.14
	"Montana"	"30"	"20-24 years"	"20-24"	"2010"	"2010"	3137	32199	97.43
	"Montana"	"30"	"20-24 years"	"20-24"	"2011"	"2011"	3210	33211	96.65
	"Montana"	"30"	"20-24 years"	"20-24"	"2012"	"2012"	3081	33973	90.69
	"Montana"	"30"	"20-24 years"	"20-24"	"2013"	"2013"	3168	35109	90.23
	"Montana"	"30"	"20-24 years"	"20-24"	"2014"	"2014"	2928	35563	82.33
	"Montana"	"30"	"20-24 years"	"20-24"	"2015"	"2015"	2867	35323	81.17
	"Montana"	"30"	"20-24 years"	"20-24"	"2016"	"2016"	2707	34496	78.47
	"Montana"	"30"	"20-24 years"	"20-24"	"2017"	"2017"	2524	34367	73.44
	"Montana"	"30"	"20-24 years"	"20-24"	"2018"	"2018"	2410	34287	70.29
	"Montana"	"30"	"20-24 years"	"20-24"	"2019"	"2019"	2243	33961	66.05
	"Montana"	"30"	"20-24 years"	"20-24"	"2020"	"2020"	2108	34060	61.89
	"Montana"	"30"	"25-29 years"	"25-29"	"2007"	"2007"	3757	28448	132.07
	"Montana"	"30"	"25-29 years"	"25-29"	"2008"	"2008"	3883	29617	131.11
	"Montana"	"30"	"25-29 years"	"25-29"	"2009"	"2009"	3764	30411	123.77
	"Montana"	"30"	"25-29 years"	"25-29"	"2010"	"2010"	3622	30988	116.88
	"Montana"	"30"	"25-29 years"	"25-29"	"2011"	"2011"	3744	31064	120.53
	"Montana"	"30"	"25-29 years"	"25-29"	"2012"	"2012"	3752	30956	121.20
	"Montana"	"30"	"25-29 years"	"25-29"	"2013"	"2013"	3890	30748	126.51
	"Montana"	"30"	"25-29 years"	"25-29"	"2014"	"2014"	3914	30938	126.51
	"Montana"	"30"	"25-29 years"	"25-29"	"2015"	"2015"	3917	31701	123.56
	"Montana"	"30"	"25-29 years"	"25-29"	"2016"	"2016"	3860	32539	118.63
	"Montana"	"30"	"25-29 years"	"25-29"	"2017"	"2017"	3626	33372	108.65
	"Montana"	"30"	"25-29 years"	"25-29"	"2018"	"2018"	3633	34248	106.08
	"Montana"	"30"	"25-29 years"	"25-29"	"2019"	"2019"	3507	34443	101.82
	"Montana"	"30"	"25-29 years"	"25-29"	"2020"	"2020"	3270	34538	94.68
	"Montana"	"30"	"30-34 years"	"30-34"	"2007"	"2007"	2555	26000	98.27
	"Montana"	"30"	"30-34 years"	"30-34"	"2008"	"2008"	2606	26884	96.93
	"Montana"	"30"	"30-34 years"	"30-34"	"2009"	"2009"	2618	27893	93.86
	"Montana"	"30"	"30-34 years"	"30-34"	"2010"	"2010"	2778	28532	97.36
	"Montana"	"30"	"30-34 years"	"30-34"	"2011"	"2011"	2853	29575	96.47
	"Montana"	"30"	"30-34 years"	"30-34"	"2012"	"2012"	2940	30376	96.79
	"Montana"	"30"	"30-34 years"	"30-34"	"2013"	"2013"	2993	31242	95.80
	"Montana"	"30"	"30-34 years"	"30-34"	"2014"	"2014"	3237	31990	101.19
	"Montana"	"30"	"30-34 years"	"30-34"	"2015"	"2015"	3375	32215	104.76
	"Montana"	"30"	"30-34 years"	"30-34"	"2016"	"2016"	3250	32425	100.23
	"Montana"	"30"	"30-34 years"	"30-34"	"2017"	"2017"	3254	32191	101.08
	"Montana"	"30"	"30-34 years"	"30-34"	"2018"	"2018"	3237	32408	99.88
	"Montana"	"30"	"30-34 years"	"30-34"	"2019"	"2019"	3038	32686	92.94
	"Montana"	"30"	"30-34 years"	"30-34"	"2020"	"2020"	3186	33533	95.01
	"Montana"	"30"	"35-39 years"	"35-39"	"2007"	"2007"	1172	27965	41.91
	"Montana"	"30"	"35-39 years"	"35-39"	"2008"	"2008"	1082	27842	38.86
	"Montana"	"30"	"35-39 years"	"35-39"	"2009"	"2009"	1069	27442	38.95
	"Montana"	"30"	"35-39 years"	"35-39"	"2010"	"2010"	1144	27220	42.03
	"Montana"	"30"	"35-39 years"	"35-39"	"2011"	"2011"	1066	26473	40.27
	"Montana"	"30"	"35-39 years"	"35-39"	"2012"	"2012"	1217	26939	45.18
	"Montana"	"30"	"35-39 years"	"35-39"	"2013"	"2013"	1226	27818	44.07
	"Montana"	"30"	"35-39 years"	"35-39"	"2014"	"2014"	1255	28521	44.00
	"Montana"	"30"	"35-39 years"	"35-39"	"2015"	"2015"	1371	29539	46.41
	"Montana"	"30"	"35-39 years"	"35-39"	"2016"	"2016"	1434	30776	46.59
	"Montana"	"30"	"35-39 years"	"35-39"	"2017"	"2017"	1452	31839	45.60
	"Montana"	"30"	"35-39 years"	"35-39"	"2018"	"2018"	1442	32677	44.13
	"Montana"	"30"	"35-39 years"	"35-39"	"2019"	"2019"	1495	33384	44.78
	"Montana"	"30"	"35-39 years"	"35-39"	"2020"	"2020"	1513	34041	44.45
	"Montana"	"30"	"40-44 years"	"40-44"	"2007"	"2007"	244	31619	7.72
	"Montana"	"30"	"40-44 years"	"40-44"	"2008"	"2008"	223	30224	7.38
	"Montana"	"30"	"40-44 years"	"40-44"	"2009"	"2009"	219	28885	7.58
	"Montana"	"30"	"40-44 years"	"40-44"	"2010"	"2010"	218	28522	7.64
	"Montana"	"30"	"40-44 years"	"40-44"	"2011"	"2011"	245	28710	8.53
	"Montana"	"30"	"40-44 years"	"40-44"	"2012"	"2012"	220	28637	7.68
	"Montana"	"30"	"40-44 years"	"40-44"	"2013"	"2013"	219	28583	7.66
	"Montana"	"30"	"40-44 years"	"40-44"	"2014"	"2014"	271	28085	9.65
	"Montana"	"30"	"40-44 years"	"40-44"	"2015"	"2015"	259	27683	9.36
	"Montana"	"30"	"40-44 years"	"40-44"	"2016"	"2016"	285	27360	10.42
	"Montana"	"30"	"40-44 years"	"40-44"	"2017"	"2017"	267	27957	9.55
	"Montana"	"30"	"40-44 years"	"40-44"	"2018"	"2018"	242	28922	8.37
	"Montana"	"30"	"40-44 years"	"40-44"	"2019"	"2019"	267	29922	8.92
	"Montana"	"30"	"40-44 years"	"40-44"	"2020"	"2020"	287	31360	9.15
	"Montana"	"30"	"45-49 years"	"45-49"	"2007"	"2007"	16	Not Available	Not Available
	"Montana"	"30"	"45-49 years"	"45-49"	"2008"	"2008"	17	Not Available	Not Available
	"Montana"	"30"	"45-49 years"	"45-49"	"2009"	"2009"	16	Not Available	Not Available
	"Montana"	"30"	"45-49 years"	"45-49"	"2010"	"2010"	21	Not Available	Not Available
	"Montana"	"30"	"45-49 years"	"45-49"	"2011"	"2011"	13	Not Available	Not Available
	"Montana"	"30"	"45-49 years"	"45-49"	"2013"	"2013"	18	Not Available	Not Available
	"Montana"	"30"	"45-49 years"	"45-49"	"2014"	"2014"	14	Not Available	Not Available
	"Montana"	"30"	"45-49 years"	"45-49"	"2015"	"2015"	17	Not Available	Not Available
	"Montana"	"30"	"45-49 years"	"45-49"	"2016"	"2016"	17	Not Available	Not Available
	"Montana"	"30"	"45-49 years"	"45-49"	"2017"	"2017"	22	Not Available	Not Available
	"Montana"	"30"	"45-49 years"	"45-49"	"2018"	"2018"	16	Not Available	Not Available
	"Montana"	"30"	"45-49 years"	"45-49"	"2019"	"2019"	23	Not Available	Not Available
	"Montana"	"30"	"45-49 years"	"45-49"	"2020"	"2020"	12	Not Available	Not Available
	"Nebraska"	"31"	"Under 15 years"	"15"	"2007"	"2007"	23	Not Available	Not Available
	"Nebraska"	"31"	"Under 15 years"	"15"	"2008"	"2008"	23	Not Available	Not Available
	"Nebraska"	"31"	"Under 15 years"	"15"	"2009"	"2009"	26	Not Available	Not Available
	"Nebraska"	"31"	"Under 15 years"	"15"	"2010"	"2010"	18	Not Available	Not Available
	"Nebraska"	"31"	"Under 15 years"	"15"	"2011"	"2011"	14	Not Available	Not Available
	"Nebraska"	"31"	"Under 15 years"	"15"	"2012"	"2012"	17	Not Available	Not Available
	"Nebraska"	"31"	"Under 15 years"	"15"	"2013"	"2013"	13	Not Available	Not Available
	"Nebraska"	"31"	"Under 15 years"	"15"	"2014"	"2014"	21	Not Available	Not Available
	"Nebraska"	"31"	"Under 15 years"	"15"	"2016"	"2016"	13	Not Available	Not Available
	"Nebraska"	"31"	"Under 15 years"	"15"	"2019"	"2019"	18	Not Available	Not Available
	"Nebraska"	"31"	"Under 15 years"	"15"	"2020"	"2020"	13	Not Available	Not Available
	"Nebraska"	"31"	"15-19 years"	"15-19"	"2007"	"2007"	2280	64297	35.46
	"Nebraska"	"31"	"15-19 years"	"15-19"	"2008"	"2008"	2286	63772	35.85
	"Nebraska"	"31"	"15-19 years"	"15-19"	"2009"	"2009"	2209	63547	34.76
	"Nebraska"	"31"	"15-19 years"	"15-19"	"2010"	"2010"	1958	62897	31.13
	"Nebraska"	"31"	"15-19 years"	"15-19"	"2011"	"2011"	1731	63539	27.24
	"Nebraska"	"31"	"15-19 years"	"15-19"	"2012"	"2012"	1671	62418	26.77
	"Nebraska"	"31"	"15-19 years"	"15-19"	"2013"	"2013"	1552	62364	24.89
	"Nebraska"	"31"	"15-19 years"	"15-19"	"2014"	"2014"	1390	62522	22.23
	"Nebraska"	"31"	"15-19 years"	"15-19"	"2015"	"2015"	1388	63158	21.98
	"Nebraska"	"31"	"15-19 years"	"15-19"	"2016"	"2016"	1213	63529	19.09
	"Nebraska"	"31"	"15-19 years"	"15-19"	"2017"	"2017"	1158	63964	18.10
	"Nebraska"	"31"	"15-19 years"	"15-19"	"2018"	"2018"	1073	64349	16.67
	"Nebraska"	"31"	"15-19 years"	"15-19"	"2019"	"2019"	993	64915	15.30
	"Nebraska"	"31"	"15-19 years"	"15-19"	"2020"	"2020"	984	65082	15.12
	"Nebraska"	"31"	"20-24 years"	"20-24"	"2007"	"2007"	6916	64680	106.93
	"Nebraska"	"31"	"20-24 years"	"20-24"	"2008"	"2008"	6653	63839	104.22
	"Nebraska"	"31"	"20-24 years"	"20-24"	"2009"	"2009"	6452	63068	102.30
	"Nebraska"	"31"	"20-24 years"	"20-24"	"2010"	"2010"	6157	63044	97.66
	"Nebraska"	"31"	"20-24 years"	"20-24"	"2011"	"2011"	5801	63186	91.81
	"Nebraska"	"31"	"20-24 years"	"20-24"	"2012"	"2012"	5676	64179	88.44
	"Nebraska"	"31"	"20-24 years"	"20-24"	"2013"	"2013"	5647	65657	86.01
	"Nebraska"	"31"	"20-24 years"	"20-24"	"2014"	"2014"	5571	67314	82.76
