"Notes"	"State"	"State Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Year"	"Year Code"	Births	Female Population	Fertility Rate
	"Louisiana"	"22"	"20-24 years"	"20-24"	"2006"	"2006"	21072	163849	128.61
	"Louisiana"	"22"	"25-29 years"	"25-29"	"2003"	"2003"	16782	146073	114.89
	"Louisiana"	"22"	"25-29 years"	"25-29"	"2004"	"2004"	17187	151224	113.65
	"Louisiana"	"22"	"25-29 years"	"25-29"	"2005"	"2005"	16798	157865	106.41
	"Louisiana"	"22"	"25-29 years"	"25-29"	"2006"	"2006"	17644	151176	116.71
	"Louisiana"	"22"	"30-34 years"	"30-34"	"2003"	"2003"	11326	151286	74.86
	"Louisiana"	"22"	"30-34 years"	"30-34"	"2004"	"2004"	10957	148820	73.63
	"Louisiana"	"22"	"30-34 years"	"30-34"	"2005"	"2005"	10223	146036	70.00
	"Louisiana"	"22"	"30-34 years"	"30-34"	"2006"	"2006"	10274	130715	78.60
	"Louisiana"	"22"	"35-39 years"	"35-39"	"2003"	"2003"	4880	160027	30.49
	"Louisiana"	"22"	"35-39 years"	"35-39"	"2004"	"2004"	4741	155497	30.49
	"Louisiana"	"22"	"35-39 years"	"35-39"	"2005"	"2005"	4555	153221	29.73
	"Louisiana"	"22"	"35-39 years"	"35-39"	"2006"	"2006"	4577	142649	32.09
	"Louisiana"	"22"	"40-44 years"	"40-44"	"2003"	"2003"	913	177705	5.14
	"Louisiana"	"22"	"40-44 years"	"40-44"	"2004"	"2004"	1027	176837	5.81
	"Louisiana"	"22"	"40-44 years"	"40-44"	"2005"	"2005"	981	173090	5.67
	"Louisiana"	"22"	"40-44 years"	"40-44"	"2006"	"2006"	949	158571	5.98
	"Louisiana"	"22"	"45-49 years"	"45-49"	"2003"	"2003"	53	Not Available	Not Available
	"Louisiana"	"22"	"45-49 years"	"45-49"	"2004"	"2004"	49	Not Available	Not Available
	"Louisiana"	"22"	"45-49 years"	"45-49"	"2005"	"2005"	46	Not Available	Not Available
	"Louisiana"	"22"	"45-49 years"	"45-49"	"2006"	"2006"	42	Not Available	Not Available
	"Maine"	"23"	"Under 15 years"	"15"	"2005"	"2005"	11	Not Available	Not Available
	"Maine"	"23"	"15-19 years"	"15-19"	"2003"	"2003"	1133	45488	24.91
	"Maine"	"23"	"15-19 years"	"15-19"	"2004"	"2004"	1109	45548	24.35
	"Maine"	"23"	"15-19 years"	"15-19"	"2005"	"2005"	1112	45651	24.36
	"Maine"	"23"	"15-19 years"	"15-19"	"2006"	"2006"	1133	45514	24.89
	"Maine"	"23"	"20-24 years"	"20-24"	"2003"	"2003"	3390	37778	89.73
	"Maine"	"23"	"20-24 years"	"20-24"	"2004"	"2004"	3436	38293	89.73
	"Maine"	"23"	"20-24 years"	"20-24"	"2005"	"2005"	3513	39210	89.59
	"Maine"	"23"	"20-24 years"	"20-24"	"2006"	"2006"	3591	39488	90.94
	"Maine"	"23"	"25-29 years"	"25-29"	"2003"	"2003"	3846	34667	110.94
	"Maine"	"23"	"25-29 years"	"25-29"	"2004"	"2004"	4013	35304	113.67
	"Maine"	"23"	"25-29 years"	"25-29"	"2005"	"2005"	4067	35600	114.24
	"Maine"	"23"	"25-29 years"	"25-29"	"2006"	"2006"	4121	35828	115.02
	"Maine"	"23"	"30-34 years"	"30-34"	"2003"	"2003"	3531	41251	85.60
	"Maine"	"23"	"30-34 years"	"30-34"	"2004"	"2004"	3435	40094	85.67
	"Maine"	"23"	"30-34 years"	"30-34"	"2005"	"2005"	3398	38436	88.41
	"Maine"	"23"	"30-34 years"	"30-34"	"2006"	"2006"	3284	37178	88.33
	"Maine"	"23"	"35-39 years"	"35-39"	"2003"	"2003"	1589	48914	32.49
	"Maine"	"23"	"35-39 years"	"35-39"	"2004"	"2004"	1603	47165	33.99
	"Maine"	"23"	"35-39 years"	"35-39"	"2005"	"2005"	1691	46152	36.64
	"Maine"	"23"	"35-39 years"	"35-39"	"2006"	"2006"	1686	45608	36.97
	"Maine"	"23"	"40-44 years"	"40-44"	"2003"	"2003"	337	56112	6.01
	"Maine"	"23"	"40-44 years"	"40-44"	"2004"	"2004"	323	55697	5.80
	"Maine"	"23"	"40-44 years"	"40-44"	"2005"	"2005"	294	54661	5.38
	"Maine"	"23"	"40-44 years"	"40-44"	"2006"	"2006"	311	52909	5.88
	"Maine"	"23"	"45-49 years"	"45-49"	"2003"	"2003"	20	Not Available	Not Available
	"Maine"	"23"	"45-49 years"	"45-49"	"2004"	"2004"	23	Not Available	Not Available
	"Maine"	"23"	"45-49 years"	"45-49"	"2005"	"2005"	25	Not Available	Not Available
	"Maine"	"23"	"45-49 years"	"45-49"	"2006"	"2006"	14	Not Available	Not Available
	"Maryland"	"24"	"Under 15 years"	"15"	"2003"	"2003"	130	Not Available	Not Available
	"Maryland"	"24"	"Under 15 years"	"15"	"2004"	"2004"	129	Not Available	Not Available
	"Maryland"	"24"	"Under 15 years"	"15"	"2005"	"2005"	121	Not Available	Not Available
	"Maryland"	"24"	"Under 15 years"	"15"	"2006"	"2006"	111	Not Available	Not Available
	"Maryland"	"24"	"15-19 years"	"15-19"	"2003"	"2003"	6274	186039	33.72
	"Maryland"	"24"	"15-19 years"	"15-19"	"2004"	"2004"	6245	190776	32.73
	"Maryland"	"24"	"15-19 years"	"15-19"	"2005"	"2005"	6282	195645	32.11
	"Maryland"	"24"	"15-19 years"	"15-19"	"2006"	"2006"	6705	199139	33.67
	"Maryland"	"24"	"20-24 years"	"20-24"	"2003"	"2003"	15014	175167	85.71
	"Maryland"	"24"	"20-24 years"	"20-24"	"2004"	"2004"	14879	178092	83.55
	"Maryland"	"24"	"20-24 years"	"20-24"	"2005"	"2005"	15343	180393	85.05
	"Maryland"	"24"	"20-24 years"	"20-24"	"2006"	"2006"	16365	182242	89.80
	"Maryland"	"24"	"25-29 years"	"25-29"	"2003"	"2003"	18478	173304	106.62
	"Maryland"	"24"	"25-29 years"	"25-29"	"2004"	"2004"	18768	178188	105.33
	"Maryland"	"24"	"25-29 years"	"25-29"	"2005"	"2005"	19126	184118	103.88
	"Maryland"	"24"	"25-29 years"	"25-29"	"2006"	"2006"	20120	190231	105.77
	"Maryland"	"24"	"30-34 years"	"30-34"	"2003"	"2003"	21026	201521	104.34
	"Maryland"	"24"	"30-34 years"	"30-34"	"2004"	"2004"	20410	195414	104.44
	"Maryland"	"24"	"30-34 years"	"30-34"	"2005"	"2005"	19628	189049	103.82
	"Maryland"	"24"	"30-34 years"	"30-34"	"2006"	"2006"	19599	183166	107.00
	"Maryland"	"24"	"35-39 years"	"35-39"	"2003"	"2003"	11417	227518	50.18
	"Maryland"	"24"	"35-39 years"	"35-39"	"2004"	"2004"	11340	220962	51.32
	"Maryland"	"24"	"35-39 years"	"35-39"	"2005"	"2005"	11612	217229	53.46
	"Maryland"	"24"	"35-39 years"	"35-39"	"2006"	"2006"	11667	214791	54.32
	"Maryland"	"24"	"40-44 years"	"40-44"	"2003"	"2003"	2466	241965	10.19
	"Maryland"	"24"	"40-44 years"	"40-44"	"2004"	"2004"	2720	244139	11.14
	"Maryland"	"24"	"40-44 years"	"40-44"	"2005"	"2005"	2694	242628	11.10
	"Maryland"	"24"	"40-44 years"	"40-44"	"2006"	"2006"	2740	238522	11.49
	"Maryland"	"24"	"45-49 years"	"45-49"	"2003"	"2003"	116	Not Available	Not Available
	"Maryland"	"24"	"45-49 years"	"45-49"	"2004"	"2004"	133	Not Available	Not Available
	"Maryland"	"24"	"45-49 years"	"45-49"	"2005"	"2005"	162	Not Available	Not Available
	"Maryland"	"24"	"45-49 years"	"45-49"	"2006"	"2006"	176	Not Available	Not Available
	"Maryland"	"24"	"50 years and over"	"50+"	"2005"	"2005"	12	Not Available	Not Available
	"Maryland"	"24"	"50 years and over"	"50+"	"2006"	"2006"	11	Not Available	Not Available
	"Massachusetts"	"25"	"Under 15 years"	"15"	"2003"	"2003"	56	Not Available	Not Available
	"Massachusetts"	"25"	"Under 15 years"	"15"	"2004"	"2004"	42	Not Available	Not Available
	"Massachusetts"	"25"	"Under 15 years"	"15"	"2005"	"2005"	59	Not Available	Not Available
	"Massachusetts"	"25"	"Under 15 years"	"15"	"2006"	"2006"	56	Not Available	Not Available
	"Massachusetts"	"25"	"15-19 years"	"15-19"	"2003"	"2003"	4643	218363	21.26
	"Massachusetts"	"25"	"15-19 years"	"15-19"	"2004"	"2004"	4559	222450	20.49
	"Massachusetts"	"25"	"15-19 years"	"15-19"	"2005"	"2005"	4540	226873	20.01
	"Massachusetts"	"25"	"15-19 years"	"15-19"	"2006"	"2006"	4724	229846	20.55
	"Massachusetts"	"25"	"20-24 years"	"20-24"	"2003"	"2003"	11901	215108	55.33
	"Massachusetts"	"25"	"20-24 years"	"20-24"	"2004"	"2004"	11680	215448	54.21
	"Massachusetts"	"25"	"20-24 years"	"20-24"	"2005"	"2005"	11809	216807	54.47
	"Massachusetts"	"25"	"20-24 years"	"20-24"	"2006"	"2006"	12424	221505	56.09
	"Massachusetts"	"25"	"25-29 years"	"25-29"	"2003"	"2003"	18443	209258	88.14
	"Massachusetts"	"25"	"25-29 years"	"25-29"	"2004"	"2004"	17923	209294	85.64
	"Massachusetts"	"25"	"25-29 years"	"25-29"	"2005"	"2005"	18040	209781	85.99
	"Massachusetts"	"25"	"25-29 years"	"25-29"	"2006"	"2006"	18640	210919	88.38
	"Massachusetts"	"25"	"30-34 years"	"30-34"	"2003"	"2003"	26832	233215	115.05
	"Massachusetts"	"25"	"30-34 years"	"30-34"	"2004"	"2004"	25812	223359	115.56
	"Massachusetts"	"25"	"30-34 years"	"30-34"	"2005"	"2005"	24157	212555	113.65
	"Massachusetts"	"25"	"30-34 years"	"30-34"	"2006"	"2006"	23611	204192	115.63
	"Massachusetts"	"25"	"35-39 years"	"35-39"	"2003"	"2003"	14890	256762	57.99
	"Massachusetts"	"25"	"35-39 years"	"35-39"	"2004"	"2004"	14978	248042	60.38
	"Massachusetts"	"25"	"35-39 years"	"35-39"	"2005"	"2005"	14748	243108	60.66
	"Massachusetts"	"25"	"35-39 years"	"35-39"	"2006"	"2006"	14750	238939	61.73
	"Massachusetts"	"25"	"40-44 years"	"40-44"	"2003"	"2003"	3260	269453	12.10
	"Massachusetts"	"25"	"40-44 years"	"40-44"	"2004"	"2004"	3309	268487	12.32
	"Massachusetts"	"25"	"40-44 years"	"40-44"	"2005"	"2005"	3325	264902	12.55
	"Massachusetts"	"25"	"40-44 years"	"40-44"	"2006"	"2006"	3257	260081	12.52
	"Massachusetts"	"25"	"45-49 years"	"45-49"	"2003"	"2003"	154	Not Available	Not Available
	"Massachusetts"	"25"	"45-49 years"	"45-49"	"2004"	"2004"	176	Not Available	Not Available
	"Massachusetts"	"25"	"45-49 years"	"45-49"	"2005"	"2005"	173	Not Available	Not Available
	"Massachusetts"	"25"	"45-49 years"	"45-49"	"2006"	"2006"	202	Not Available	Not Available
	"Massachusetts"	"25"	"50 years and over"	"50+"	"2005"	"2005"	14	Not Available	Not Available
	"Massachusetts"	"25"	"50 years and over"	"50+"	"2006"	"2006"	12	Not Available	Not Available
	"Michigan"	"26"	"Under 15 years"	"15"	"2003"	"2003"	177	Not Available	Not Available
	"Michigan"	"26"	"Under 15 years"	"15"	"2004"	"2004"	211	Not Available	Not Available
	"Michigan"	"26"	"Under 15 years"	"15"	"2005"	"2005"	200	Not Available	Not Available
	"Michigan"	"26"	"Under 15 years"	"15"	"2006"	"2006"	170	Not Available	Not Available
	"Michigan"	"26"	"15-19 years"	"15-19"	"2003"	"2003"	12223	357363	34.20
	"Michigan"	"26"	"15-19 years"	"15-19"	"2004"	"2004"	12243	360756	33.94
	"Michigan"	"26"	"15-19 years"	"15-19"	"2005"	"2005"	11809	366583	32.21
	"Michigan"	"26"	"15-19 years"	"15-19"	"2006"	"2006"	12322	370740	33.24
	"Michigan"	"26"	"20-24 years"	"20-24"	"2003"	"2003"	31908	342237	93.23
	"Michigan"	"26"	"20-24 years"	"20-24"	"2004"	"2004"	31319	342633	91.41
	"Michigan"	"26"	"20-24 years"	"20-24"	"2005"	"2005"	31069	339954	91.39
	"Michigan"	"26"	"20-24 years"	"20-24"	"2006"	"2006"	30961	335277	92.34
	"Michigan"	"26"	"25-29 years"	"25-29"	"2003"	"2003"	36724	295212	124.40
	"Michigan"	"26"	"25-29 years"	"25-29"	"2004"	"2004"	36846	295319	124.77
	"Michigan"	"26"	"25-29 years"	"25-29"	"2005"	"2005"	36974	297919	124.11
	"Michigan"	"26"	"25-29 years"	"25-29"	"2006"	"2006"	37294	303211	123.00
	"Michigan"	"26"	"30-34 years"	"30-34"	"2003"	"2003"	32720	346089	94.54
	"Michigan"	"26"	"30-34 years"	"30-34"	"2004"	"2004"	31827	336779	94.50
	"Michigan"	"26"	"30-34 years"	"30-34"	"2005"	"2005"	30459	324266	93.93
	"Michigan"	"26"	"30-34 years"	"30-34"	"2006"	"2006"	29763	307617	96.75
	"Michigan"	"26"	"35-39 years"	"35-39"	"2003"	"2003"	14360	362733	39.59
	"Michigan"	"26"	"35-39 years"	"35-39"	"2004"	"2004"	14214	352457	40.33
	"Michigan"	"26"	"35-39 years"	"35-39"	"2005"	"2005"	14081	348197	40.44
	"Michigan"	"26"	"35-39 years"	"35-39"	"2006"	"2006"	14077	346989	40.57
	"Michigan"	"26"	"40-44 years"	"40-44"	"2003"	"2003"	2839	399813	7.10
	"Michigan"	"26"	"40-44 years"	"40-44"	"2004"	"2004"	2941	395852	7.43
	"Michigan"	"26"	"40-44 years"	"40-44"	"2005"	"2005"	2937	387144	7.59
	"Michigan"	"26"	"40-44 years"	"40-44"	"2006"	"2006"	2733	375781	7.27
	"Michigan"	"26"	"45-49 years"	"45-49"	"2003"	"2003"	135	Not Available	Not Available
	"Michigan"	"26"	"45-49 years"	"45-49"	"2004"	"2004"	166	Not Available	Not Available
	"Michigan"	"26"	"45-49 years"	"45-49"	"2005"	"2005"	168	Not Available	Not Available
	"Michigan"	"26"	"45-49 years"	"45-49"	"2006"	"2006"	154	Not Available	Not Available
	"Minnesota"	"27"	"Under 15 years"	"15"	"2003"	"2003"	61	Not Available	Not Available
	"Minnesota"	"27"	"Under 15 years"	"15"	"2004"	"2004"	70	Not Available	Not Available
	"Minnesota"	"27"	"Under 15 years"	"15"	"2005"	"2005"	58	Not Available	Not Available
	"Minnesota"	"27"	"Under 15 years"	"15"	"2006"	"2006"	58	Not Available	Not Available
	"Minnesota"	"27"	"15-19 years"	"15-19"	"2003"	"2003"	4898	186629	26.24
	"Minnesota"	"27"	"15-19 years"	"15-19"	"2004"	"2004"	4916	187149	26.27
	"Minnesota"	"27"	"15-19 years"	"15-19"	"2005"	"2005"	4780	187144	25.54
	"Minnesota"	"27"	"15-19 years"	"15-19"	"2006"	"2006"	5090	186577	27.28
	"Minnesota"	"27"	"20-24 years"	"20-24"	"2003"	"2003"	14784	173580	85.17
	"Minnesota"	"27"	"20-24 years"	"20-24"	"2004"	"2004"	15010	176410	85.09
	"Minnesota"	"27"	"20-24 years"	"20-24"	"2005"	"2005"	15027	179339	83.79
	"Minnesota"	"27"	"20-24 years"	"20-24"	"2006"	"2006"	15770	181645	86.82
	"Minnesota"	"27"	"25-29 years"	"25-29"	"2003"	"2003"	20318	155245	130.88
	"Minnesota"	"27"	"25-29 years"	"25-29"	"2004"	"2004"	20984	158421	132.46
	"Minnesota"	"27"	"25-29 years"	"25-29"	"2005"	"2005"	21655	161781	133.85
	"Minnesota"	"27"	"25-29 years"	"25-29"	"2006"	"2006"	22875	166022	137.78
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2003"	"2003"	19331	170089	113.65
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2004"	"2004"	18837	165752	113.65
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2005"	"2005"	18333	161847	113.27
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2006"	"2006"	18472	158773	116.34
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2003"	"2003"	8768	183738	47.72
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2004"	"2004"	8978	178904	50.18
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2005"	"2005"	9078	176165	51.53
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2006"	"2006"	9310	175731	52.98
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2003"	"2003"	1783	210075	8.49
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2004"	"2004"	1716	208086	8.25
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2005"	"2005"	1881	203673	9.24
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2006"	"2006"	1799	197241	9.12
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2003"	"2003"	100	Not Available	Not Available
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2004"	"2004"	102	Not Available	Not Available
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2005"	"2005"	96	Not Available	Not Available
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2006"	"2006"	141	Not Available	Not Available
	"Minnesota"	"27"	"50 years and over"	"50+"	"2004"	"2004"	11	Not Available	Not Available
	"Minnesota"	"27"	"50 years and over"	"50+"	"2005"	"2005"	11	Not Available	Not Available
	"Minnesota"	"27"	"50 years and over"	"50+"	"2006"	"2006"	10	Not Available	Not Available
	"Mississippi"	"28"	"Under 15 years"	"15"	"2003"	"2003"	153	Not Available	Not Available
	"Mississippi"	"28"	"Under 15 years"	"15"	"2004"	"2004"	177	Not Available	Not Available
	"Mississippi"	"28"	"Under 15 years"	"15"	"2005"	"2005"	184	Not Available	Not Available
	"Mississippi"	"28"	"Under 15 years"	"15"	"2006"	"2006"	173	Not Available	Not Available
	"Mississippi"	"28"	"15-19 years"	"15-19"	"2003"	"2003"	6625	108329	61.16
	"Mississippi"	"28"	"15-19 years"	"15-19"	"2004"	"2004"	6543	108876	60.10
	"Mississippi"	"28"	"15-19 years"	"15-19"	"2005"	"2005"	6411	109922	58.32
	"Mississippi"	"28"	"15-19 years"	"15-19"	"2006"	"2006"	7404	110113	67.24
	"Mississippi"	"28"	"20-24 years"	"20-24"	"2003"	"2003"	14748	112443	131.16
	"Mississippi"	"28"	"20-24 years"	"20-24"	"2004"	"2004"	14919	112881	132.17
	"Mississippi"	"28"	"20-24 years"	"20-24"	"2005"	"2005"	14687	110951	132.37
	"Mississippi"	"28"	"20-24 years"	"20-24"	"2006"	"2006"	15954	107586	148.29
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2003"	"2003"	10836	92016	117.76
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2004"	"2004"	11074	93570	118.35
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2005"	"2005"	11277	96111	117.33
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2006"	"2006"	12382	98011	126.33
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2003"	"2003"	6857	98073	69.92
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2004"	"2004"	6901	97394	70.86
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2005"	"2005"	6698	95973	69.79
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2006"	"2006"	6753	92762	72.80
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2003"	"2003"	2592	99239	26.12
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2004"	"2004"	2663	97155	27.41
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2005"	"2005"	2590	96266	26.90
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2006"	"2006"	2811	96681	29.07
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2003"	"2003"	545	109805	4.96
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2004"	"2004"	521	109501	4.76
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2005"	"2005"	529	108251	4.89
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2006"	"2006"	543	105042	5.17
	"Mississippi"	"28"	"45-49 years"	"45-49"	"2003"	"2003"	22	Not Available	Not Available
	"Mississippi"	"28"	"45-49 years"	"45-49"	"2004"	"2004"	28	Not Available	Not Available
	"Mississippi"	"28"	"45-49 years"	"45-49"	"2005"	"2005"	19	Not Available	Not Available
	"Mississippi"	"28"	"45-49 years"	"45-49"	"2006"	"2006"	34	Not Available	Not Available
	"Missouri"	"29"	"Under 15 years"	"15"	"2003"	"2003"	120	Not Available	Not Available
	"Missouri"	"29"	"Under 15 years"	"15"	"2004"	"2004"	144	Not Available	Not Available
	"Missouri"	"29"	"Under 15 years"	"15"	"2005"	"2005"	106	Not Available	Not Available
	"Missouri"	"29"	"Under 15 years"	"15"	"2006"	"2006"	107	Not Available	Not Available
	"Missouri"	"29"	"15-19 years"	"15-19"	"2003"	"2003"	8670	202666	42.78
	"Missouri"	"29"	"15-19 years"	"15-19"	"2004"	"2004"	8754	204264	42.86
	"Missouri"	"29"	"15-19 years"	"15-19"	"2005"	"2005"	8611	206534	41.69
	"Missouri"	"29"	"15-19 years"	"15-19"	"2006"	"2006"	9183	208453	44.05
	"Missouri"	"29"	"20-24 years"	"20-24"	"2003"	"2003"	22323	204557	109.13
	"Missouri"	"29"	"20-24 years"	"20-24"	"2004"	"2004"	22453	206915	108.51
	"Missouri"	"29"	"20-24 years"	"20-24"	"2005"	"2005"	22824	207122	110.20
	"Missouri"	"29"	"20-24 years"	"20-24"	"2006"	"2006"	23535	205621	114.46
	"Missouri"	"29"	"25-29 years"	"25-29"	"2003"	"2003"	21347	174703	122.19
	"Missouri"	"29"	"25-29 years"	"25-29"	"2004"	"2004"	21659	178291	121.48
	"Missouri"	"29"	"25-29 years"	"25-29"	"2005"	"2005"	22713	183848	123.54
	"Missouri"	"29"	"25-29 years"	"25-29"	"2006"	"2006"	24039	192538	124.85
	"Missouri"	"29"	"30-34 years"	"30-34"	"2003"	"2003"	16341	189059	86.43
	"Missouri"	"29"	"30-34 years"	"30-34"	"2004"	"2004"	16232	186298	87.13
	"Missouri"	"29"	"30-34 years"	"30-34"	"2005"	"2005"	15916	182725	87.10
	"Missouri"	"29"	"30-34 years"	"30-34"	"2006"	"2006"	15880	177834	89.30
	"Missouri"	"29"	"35-39 years"	"35-39"	"2003"	"2003"	6785	199363	34.03
	"Missouri"	"29"	"35-39 years"	"35-39"	"2004"	"2004"	7000	193096	36.25
	"Missouri"	"29"	"35-39 years"	"35-39"	"2005"	"2005"	6936	190707	36.37
	"Missouri"	"29"	"35-39 years"	"35-39"	"2006"	"2006"	7138	192009	37.18
	"Missouri"	"29"	"40-44 years"	"40-44"	"2003"	"2003"	1394	227652	6.12
	"Missouri"	"29"	"40-44 years"	"40-44"	"2004"	"2004"	1439	226720	6.35
	"Missouri"	"29"	"40-44 years"	"40-44"	"2005"	"2005"	1431	222759	6.42
	"Missouri"	"29"	"40-44 years"	"40-44"	"2006"	"2006"	1416	215704	6.56
	"Missouri"	"29"	"45-49 years"	"45-49"	"2003"	"2003"	62	Not Available	Not Available
	"Missouri"	"29"	"45-49 years"	"45-49"	"2004"	"2004"	80	Not Available	Not Available
	"Missouri"	"29"	"45-49 years"	"45-49"	"2005"	"2005"	77	Not Available	Not Available
	"Missouri"	"29"	"45-49 years"	"45-49"	"2006"	"2006"	82	Not Available	Not Available
	"Montana"	"30"	"Under 15 years"	"15"	"2005"	"2005"	16	Not Available	Not Available
	"Montana"	"30"	"15-19 years"	"15-19"	"2003"	"2003"	1205	34643	34.78
	"Montana"	"30"	"15-19 years"	"15-19"	"2004"	"2004"	1218	34384	35.42
	"Montana"	"30"	"15-19 years"	"15-19"	"2005"	"2005"	1185	34338	34.51
	"Montana"	"30"	"15-19 years"	"15-19"	"2006"	"2006"	1283	34158	37.56
	"Montana"	"30"	"20-24 years"	"20-24"	"2003"	"2003"	3134	31580	99.24
	"Montana"	"30"	"20-24 years"	"20-24"	"2004"	"2004"	3328	32538	102.28
	"Montana"	"30"	"20-24 years"	"20-24"	"2005"	"2005"	3317	33534	98.91
	"Montana"	"30"	"20-24 years"	"20-24"	"2006"	"2006"	3530	33942	104.00
	"Montana"	"30"	"25-29 years"	"25-29"	"2003"	"2003"	3275	23532	139.17
	"Montana"	"30"	"25-29 years"	"25-29"	"2004"	"2004"	3237	24417	132.57
	"Montana"	"30"	"25-29 years"	"25-29"	"2005"	"2005"	3319	25075	132.36
	"Montana"	"30"	"25-29 years"	"25-29"	"2006"	"2006"	3730	26264	142.02
	"Montana"	"30"	"30-34 years"	"30-34"	"2003"	"2003"	2443	26300	92.89
	"Montana"	"30"	"30-34 years"	"30-34"	"2004"	"2004"	2400	26229	91.50
	"Montana"	"30"	"30-34 years"	"30-34"	"2005"	"2005"	2378	26212	90.72
	"Montana"	"30"	"30-34 years"	"30-34"	"2006"	"2006"	2518	25827	97.49
	"Montana"	"30"	"35-39 years"	"35-39"	"2003"	"2003"	1101	28579	38.52
	"Montana"	"30"	"35-39 years"	"35-39"	"2004"	"2004"	1071	27570	38.85
	"Montana"	"30"	"35-39 years"	"35-39"	"2005"	"2005"	1096	27356	40.06
	"Montana"	"30"	"35-39 years"	"35-39"	"2006"	"2006"	1169	27657	42.27
	"Montana"	"30"	"40-44 years"	"40-44"	"2003"	"2003"	240	36536	6.57
	"Montana"	"30"	"40-44 years"	"40-44"	"2004"	"2004"	242	35809	6.76
	"Montana"	"30"	"40-44 years"	"40-44"	"2005"	"2005"	255	34360	7.42
	"Montana"	"30"	"40-44 years"	"40-44"	"2006"	"2006"	241	32941	7.32
	"Montana"	"30"	"45-49 years"	"45-49"	"2003"	"2003"	16	Not Available	Not Available
	"Montana"	"30"	"45-49 years"	"45-49"	"2004"	"2004"	19	Not Available	Not Available
	"Montana"	"30"	"45-49 years"	"45-49"	"2005"	"2005"	17	Not Available	Not Available
	"Montana"	"30"	"45-49 years"	"45-49"	"2006"	"2006"	26	Not Available	Not Available
	"Nebraska"	"31"	"Under 15 years"	"15"	"2003"	"2003"	25	Not Available	Not Available
	"Nebraska"	"31"	"Under 15 years"	"15"	"2004"	"2004"	24	Not Available	Not Available
	"Nebraska"	"31"	"Under 15 years"	"15"	"2005"	"2005"	31	Not Available	Not Available
	"Nebraska"	"31"	"Under 15 years"	"15"	"2006"	"2006"	32	Not Available	Not Available
	"Nebraska"	"31"	"15-19 years"	"15-19"	"2003"	"2003"	2304	65985	34.92
	"Nebraska"	"31"	"15-19 years"	"15-19"	"2004"	"2004"	2265	65068	34.81
	"Nebraska"	"31"	"15-19 years"	"15-19"	"2005"	"2005"	2147	64914	33.07
	"Nebraska"	"31"	"15-19 years"	"15-19"	"2006"	"2006"	2112	64478	32.76
	"Nebraska"	"31"	"20-24 years"	"20-24"	"2003"	"2003"	6717	63289	106.13
	"Nebraska"	"31"	"20-24 years"	"20-24"	"2004"	"2004"	6716	64582	103.99
	"Nebraska"	"31"	"20-24 years"	"20-24"	"2005"	"2005"	6711	65729	102.10
	"Nebraska"	"31"	"20-24 years"	"20-24"	"2006"	"2006"	6818	65865	103.51
	"Nebraska"	"31"	"25-29 years"	"25-29"	"2003"	"2003"	7977	52237	152.71
	"Nebraska"	"31"	"25-29 years"	"25-29"	"2004"	"2004"	8179	52502	155.78
	"Nebraska"	"31"	"25-29 years"	"25-29"	"2005"	"2005"	8228	52838	155.72
	"Nebraska"	"31"	"25-29 years"	"25-29"	"2006"	"2006"	8573	54583	157.06
	"Nebraska"	"31"	"30-34 years"	"30-34"	"2003"	"2003"	5981	55779	107.23
	"Nebraska"	"31"	"30-34 years"	"30-34"	"2004"	"2004"	6094	55520	109.76
	"Nebraska"	"31"	"30-34 years"	"30-34"	"2005"	"2005"	5976	55611	107.46
	"Nebraska"	"31"	"30-34 years"	"30-34"	"2006"	"2006"	6058	54987	110.17
